PLANE	DESCRIPTION	START	END	STARTDEC	ENDDEC	BLOCK	POINTS	ASSIGNED	SCRIPTS
1	Supplementary Multilingual Plane	HX  16B00	HX  16B8F	92928	93071	Pahawh Hmong 	144	127	Pahawh Hmong
1	Supplementary Multilingual Plane	HX  16F00	HX  16F9F	93952	94111	Miao 	160	133	Miao
1	Supplementary Multilingual Plane	HX  16FE0	HX  16FFF	94176	94207	Ideographic Symbols and Punctuation 	32	2	Nushu (1 character), Tangut (1 character)
1	Supplementary Multilingual Plane	HX  17000	HX  187FF	94208	100351	Tangut 	6,144	6,125	Tangut
1	Supplementary Multilingual Plane	HX  18800	HX  18AFF	100352	101119	Tangut Components 	768	755	Tangut
1	Supplementary Multilingual Plane	HX  1B000	HX  1B0FF	110592	110847	Kana Supplement 	256	256	Hiragana (255 characters), Katakana (1 character)
1	Supplementary Multilingual Plane	HX  1B100	HX  1B12F	110848	110895	Kana Extended-A 	48	31	Hiragana
1	Supplementary Multilingual Plane	HX  1B170	HX  1B2FF	110960	111359	Nushu 	400	396	Nüshu
1	Supplementary Multilingual Plane	HX  1BC00	HX  1BC9F	113664	113823	Duployan 	160	143	Duployan
1	Supplementary Multilingual Plane	HX  1BCA0	HX  1BCAF	113824	113839	Shorthand Format Controls 	16	4	Common
1	Supplementary Multilingual Plane	HX  1D000	HX  1D0FF	118784	119039	Byzantine Musical Symbols 	256	246	Common
1	Supplementary Multilingual Plane	HX  1D100	HX  1D1FF	119040	119295	Musical Symbols 	256	231	Common (209 characters), Inherited (22 characters)
1	Supplementary Multilingual Plane	HX  1D200	HX  1D24F	119296	119375	Ancient Greek Musical Notation 	80	70	Greek
1	Supplementary Multilingual Plane	HX  1D300	HX  1D35F	119552	119647	Tai Xuan Jing Symbols 	96	87	Common
1	Supplementary Multilingual Plane	HX  1D360	HX  1D37F	119648	119679	Counting Rod Numerals 	32	18	Common
1	Supplementary Multilingual Plane	HX  1D400	HX  1D7FF	119808	120831	Mathematical Alphanumeric Symbols 	1,024	996	Common
1	Supplementary Multilingual Plane	HX  1D800	HX  1DAAF	120832	121519	Sutton SignWriting 	688	672	SignWriting
1	Supplementary Multilingual Plane	HX  1E000	HX  1E02F	122880	122927	Glagolitic Supplement 	48	38	Glagolitic
1	Supplementary Multilingual Plane	HX  1E800	HX  1E8DF	124928	125151	Mende Kikakui 	224	213	Mende Kikakui
1	Supplementary Multilingual Plane	HX  1E900	HX  1E95F	125184	125279	Adlam 	96	87	Adlam
1	Supplementary Multilingual Plane	HX  1EE00	HX  1EEFF	126464	126719	Arabic Mathematical Alphabetic Symbols 	256	143	Arabic
1	Supplementary Multilingual Plane	HX  1F000	HX  1F02F	126976	127023	Mahjong Tiles 	48	44	Common
1	Supplementary Multilingual Plane	HX  1F030	HX  1F09F	127024	127135	Domino Tiles 	112	100	Common
1	Supplementary Multilingual Plane	HX  1F0A0	HX  1F0FF	127136	127231	Playing Cards 	96	82	Common
1	Supplementary Multilingual Plane	HX  1F100	HX  1F1FF	127232	127487	Enclosed Alphanumeric Supplement 	256	191	Common
1	Supplementary Multilingual Plane	HX  1F200	HX  1F2FF	127488	127743	Enclosed Ideographic Supplement 	256	64	Hiragana (1 character), Common (63 characters)
1	Supplementary Multilingual Plane	HX  1F300	HX  1F5FF	127744	128511	Miscellaneous Symbols and Pictographs 	768	768	Common
1	Supplementary Multilingual Plane	HX  1F600	HX  1F64F	128512	128591	Emoticons 	80	80	Common
1	Supplementary Multilingual Plane	HX  1F650	HX  1F67F	128592	128639	Ornamental Dingbats 	48	48	Common
1	Supplementary Multilingual Plane	HX  1F680	HX  1F6FF	128640	128767	Transport and Map Symbols 	128	107	Common
1	Supplementary Multilingual Plane	HX  1F700	HX  1F77F	128768	128895	Alchemical Symbols 	128	116	Common
1	Supplementary Multilingual Plane	HX  1F780	HX  1F7FF	128896	129023	Geometric Shapes Extended 	128	85	Common
1	Supplementary Multilingual Plane	HX  1F800	HX  1F8FF	129024	129279	Supplemental Arrows-C 	256	148	Common
1	Supplementary Multilingual Plane	HX  1F900	HX  1F9FF	129280	129535	Supplemental Symbols and Pictographs 	256	148	Common
2	Supplementary Ideographic Plane	HX  20000	HX  2A6DF	131072	173791	CJK Unified Ideographs Extension B 	42,720	42,711	Han
2	Supplementary Ideographic Plane	HX  2A700	HX  2B73F	173824	177983	CJK Unified Ideographs Extension C 	4,160	4,149	Han
2	Supplementary Ideographic Plane	HX  2B740	HX  2B81F	177984	178207	CJK Unified Ideographs Extension D 	224	222	Han
2	Supplementary Ideographic Plane	HX  2B820	HX  2CEAF	178208	183983	CJK Unified Ideographs Extension E 	5,776	5,762	Han
2	Supplementary Ideographic Plane	HX  2CEB0	HX  2EBEF	183984	191471	CJK Unified Ideographs Extension F 	7,488	7,473	Han
2	Supplementary Ideographic Plane	HX  2F800	HX  2FA1F	194560	195103	CJK Compatibility Ideographs Supplement 	544	542	Han
14	Supplementary Special-purpose Plane	HX  E0000	HX  E007F	917504	917631	Tags 	128	97	Common
14	Supplementary Special-purpose Plane	HX  E0100	HX  E01EF	917760	917999	Variation Selectors Supplement 	240	240	Inherited
15	Private Use Area A	HX  F0000	HX  FFFFF	983040	1048575	Supplementary Private Use Area-A 	65,536	65,534	Unknown
16	Private Use Area B	HX  100000	HX  10FFFF	1048576	1114111	Supplementary Private Use Area-B 	65,536	65,534	Unknown
