BIBLE	INDEX	BOOK	CHAPTER	VERSE	TOTAL	COMBINE	END
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	076	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	077	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	080	001	19	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	081	001	16	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	083	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	084	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	085	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	088	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	089	001	52	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	092	001	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	102	001	28	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	108	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	140	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	019	PSA	142	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	028	HOS	002	023	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	030	AMO	006	010	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	043	JOH	006	051	71	1	end
Holy-Bible---Latin---Clementine-Vulgate-1598	066	REV	012	018	1	-1	end
Holy-Bible---Latin---Clementine-Vulgate-1598							end
Holy-Bible---Latin---Clementine-Vulgate-Conte	004	NUM	020	028	29	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	006	JOS	004	023	24	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	006	JOS	005	014	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	007	JDG	005	031	31	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	009	1SA	020	042	42	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	011	1KI	022	043	53	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	018	JOB	016	004	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	002	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	003	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	004	001	8	2	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	005	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	006	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	007	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	008	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	009	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	011	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	012	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	018	001	50	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	019	001	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	020	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	021	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	022	001	31	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	030	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	031	001	24	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	034	001	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	036	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	038	001	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	039	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	040	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	041	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	042	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	045	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	046	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	047	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	048	001	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	049	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	051	001	19	2	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	052	001	9	2	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	053	001	6	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	054	001	7	2	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	055	001	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	057	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	058	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	059	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	060	001	12	2	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	061	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	062	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	063	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	064	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	065	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	067	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	068	001	35	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	069	001	36	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	070	001	5	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	075	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	076	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	077	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	080	001	19	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	081	001	16	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	083	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	084	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	085	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	088	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	089	001	52	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	092	001	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	102	001	28	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	108	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	126	006	6	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	136	026	26	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	140	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	019	PSA	142	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	022	SOL	008	005	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	023	ISA	045	023	25	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	028	HOS	002	023	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	030	AMO	006	010	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	043	JOH	006	051	71	1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte	066	REV	012	018	1	-1	end
Holy-Bible---Latin---Clementine-Vulgate-Conte							end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	004	NUM	020	028	29	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	006	JOS	004	023	24	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	006	JOS	005	014	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	007	JDG	005	031	31	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	009	1SA	020	042	42	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	011	1KI	022	043	53	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	018	JOB	016	004	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	002	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	003	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	004	001	8	2	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	005	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	006	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	007	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	008	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	009	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	011	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	012	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	018	001	50	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	019	001	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	020	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	021	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	022	001	31	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	030	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	031	001	24	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	034	001	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	036	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	038	001	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	039	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	040	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	041	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	042	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	045	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	046	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	047	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	048	001	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	049	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	051	001	19	2	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	052	001	9	2	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	053	001	6	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	054	001	7	2	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	055	001	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	056	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	057	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	058	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	059	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	060	001	12	2	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	061	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	062	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	063	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	064	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	065	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	067	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	068	001	35	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	069	001	36	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	070	001	5	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	075	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	076	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	077	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	080	001	19	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	081	001	16	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	083	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	084	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	085	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	088	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	089	001	52	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	092	001	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	102	001	28	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	108	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	140	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	019	PSA	142	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	028	HOS	002	023	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	030	AMO	006	010	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	043	JOH	006	051	71	1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	066	REV	012	018	1	-1	end
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer							end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	004	NUM	020	028	29	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	006	JOS	004	023	24	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	006	JOS	005	014	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	007	JDG	005	031	31	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	009	1SA	020	042	42	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	011	1KI	022	043	53	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	018	JOB	016	004	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	002	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	003	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	004	001	8	2	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	005	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	006	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	007	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	008	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	009	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	011	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	012	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	018	001	50	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	019	001	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	020	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	021	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	022	001	31	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	030	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	031	001	24	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	034	001	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	036	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	038	001	22	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	039	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	040	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	041	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	042	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	045	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	046	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	047	001	9	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	048	001	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	049	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	051	001	19	2	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	052	001	9	2	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	053	001	6	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	054	001	7	2	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	055	001	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	056	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	057	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	058	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	059	001	17	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	060	001	12	2	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	061	001	8	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	062	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	063	001	11	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	064	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	065	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	067	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	068	001	35	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	069	001	36	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	070	001	5	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	075	001	10	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	076	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	077	001	20	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	080	001	19	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	081	001	16	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	083	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	084	001	12	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	085	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	088	001	18	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	089	001	52	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	092	001	15	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	102	001	28	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	108	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	140	001	13	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	019	PSA	142	001	7	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	028	HOS	002	023	23	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	030	AMO	006	010	14	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	043	JOH	006	051	71	1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	066	REV	012	018	1	-1	end
Holy-Bible---Latin---Clementine-Vulgate-Tweedale							end
Holy-Bible---Latin---Vulgata-Sistina	004	NUM	020	028	29	1	end
Holy-Bible---Latin---Vulgata-Sistina	006	JOS	004	023	24	1	end
Holy-Bible---Latin---Vulgata-Sistina	006	JOS	005	014	15	1	end
Holy-Bible---Latin---Vulgata-Sistina	007	JDG	005	031	31	1	end
Holy-Bible---Latin---Vulgata-Sistina	009	1SA	020	042	42	1	end
Holy-Bible---Latin---Vulgata-Sistina	011	1KI	022	043	53	1	end
Holy-Bible---Latin---Vulgata-Sistina	018	JOB	016	004	22	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	002	001	12	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	003	001	8	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	004	001	8	2	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	005	001	12	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	006	001	10	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	007	001	17	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	008	001	9	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	009	001	20	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	011	001	7	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	012	001	8	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	018	001	50	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	019	001	14	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	020	001	9	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	021	001	13	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	022	001	31	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	030	001	12	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	031	001	24	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	034	001	22	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	036	001	12	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	038	001	22	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	039	001	13	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	040	001	17	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	041	001	13	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	042	001	11	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	045	001	17	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	046	001	11	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	047	001	9	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	048	001	14	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	049	001	20	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	051	001	19	2	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	052	001	9	2	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	053	001	6	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	054	001	7	2	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	055	001	23	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	056	001	13	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	057	001	11	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	058	001	11	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	059	001	17	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	060	001	12	2	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	061	001	8	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	062	001	12	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	063	001	11	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	064	001	10	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	065	001	13	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	067	001	7	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	068	001	35	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	069	001	36	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	070	001	5	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	075	001	10	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	076	001	12	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	077	001	20	1	end
Holy-Bible---Latin---Vulgata-Sistina	019	PSA	080	001	19	1	end
