FILE	FLAG	POST	VALUE	SOURCE	DESTINATION
Holy-Bible---English---Brenton-English-Septuagint				https://ebible.org/pdf/eng-Brenton/eng-Brenton_all.pdf	Holy-Bible---English---Brenton-English-Septuagint---Source-Edition.pdf
Holy-Bible---English---Brenton-English-Septuagint				https://ebible.org/sword/zip/engBrent1851eb.zip	Holy-Bible---English---Brenton-English-Septuagint---Source-Edition.SWORD.zip
Holy-Bible---English---Brenton-English-Septuagint				./aion_source/Holy-Bible---English---Brenton-English-Septuagint.vpl.zip	Holy-Bible---English---Brenton-English-Septuagint---Source-Edition.VPL.zip
Holy-Bible---English---British-English-Septuagint-2012				https://ebible.org/epub/eng-uk-lxx2012.epub	Holy-Bible---English---British-English-Septuagint-2012---Source-Edition.epub
Holy-Bible---English---British-English-Septuagint-2012				https://ebible.org/pdf/eng-uk-lxx2012/eng-uk-lxx2012_all.pdf	Holy-Bible---English---British-English-Septuagint-2012---Source-Edition.pdf
Holy-Bible---English---British-English-Septuagint-2012				https://ebible.org/sword/zip/engUKLXX2012eb.zip	Holy-Bible---English---British-English-Septuagint-2012---Source-Edition.SWORD.zip
Holy-Bible---English---British-English-Septuagint-2012				./aion_source/Holy-Bible---English---British-English-Septuagint-2012.vpl.zip	Holy-Bible---English---British-English-Septuagint-2012---Source-Edition.VPL.zip
Holy-Bible---English---Catholic-Public-Domain	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/CPDV.zip	Holy-Bible---English---Catholic-Public-Domain---Source-Edition.SWORD.zip
Holy-Bible---English---Darby-Translation				https://ebible.org/epub/engDBY.epub	Holy-Bible---English---Darby-Translation---Source-Edition.epub
Holy-Bible---English---Darby-Translation				https://ebible.org/pdf/engDBY/engDBY_all.pdf	Holy-Bible---English---Darby-Translation---Source-Edition.pdf
Holy-Bible---English---Darby-Translation				https://ebible.org/sword/zip/engDBY1884eb.zip	Holy-Bible---English---Darby-Translation---Source-Edition.SWORD.zip
Holy-Bible---English---Darby-Translation				https://ebible.org/Scriptures/engDBY_vpl.zip	Holy-Bible---English---Darby-Translation---Source-Edition.VPL.zip
Holy-Bible---English---Douay-Rheims-1899				https://ebible.org/epub/engDRA.epub	Holy-Bible---English---Douay-Rheims-1899---Source-Edition.epub
Holy-Bible---English---Douay-Rheims-1899				https://ebible.org/pdf/engDRA/engDRA_all.pdf	Holy-Bible---English---Douay-Rheims-1899---Source-Edition.pdf
Holy-Bible---English---Douay-Rheims-1899				https://ebible.org/sword/zip/engDRA1899eb.zip	Holy-Bible---English---Douay-Rheims-1899---Source-Edition.SWORD.zip
Holy-Bible---English---Douay-Rheims-1899				https://ebible.org/Scriptures/engDRA_vpl.zip	Holy-Bible---English---Douay-Rheims-1899---Source-Edition.VPL.zip
Holy-Bible---English---Family-35-NT				https://ebible.org/epub/engf35.epub	Holy-Bible---English---Family-35-NT---Source-Edition.epub
Holy-Bible---English---Family-35-NT				https://ebible.org/pdf/engf35/engf35_all.pdf	Holy-Bible---English---Family-35-NT---Source-Edition.pdf
Holy-Bible---English---Family-35-NT				https://eBible.org/sword/zip/engf35eb.zip	Holy-Bible---English---Family-35-NT---Source-Edition.SWORD.zip
Holy-Bible---English---Family-35-NT				https://ebible.org/Scriptures/engf35_vpl.zip	Holy-Bible---English---Family-35-NT---Source-Edition.VPL.zip
Holy-Bible---English---Free-Bible-Version				https://ebible.org/epub/engfbv.epub	Holy-Bible---English---Free-Bible-Version---Source-Edition.epub
Holy-Bible---English---Free-Bible-Version				https://ebible.org/pdf/engfbv/engfbv_all.pdf	Holy-Bible---English---Free-Bible-Version---Source-Edition.pdf
Holy-Bible---English---Free-Bible-Version				https://ebible.org/sword/zip/engfbv2018eb.zip	Holy-Bible---English---Free-Bible-Version---Source-Edition.SWORD.zip
Holy-Bible---English---Free-Bible-Version				https://ebible.org/Scriptures/engfbv_vpl.zip	Holy-Bible---English---Free-Bible-Version---Source-Edition.VPL.zip
Holy-Bible---English---Geneva-Bible				https://ebible.org/epub/enggnv.epub	Holy-Bible---English---Geneva-Bible---Source-Edition.epub
Holy-Bible---English---Geneva-Bible				https://ebible.org/pdf/enggnv/enggnv_all.pdf	Holy-Bible---English---Geneva-Bible---Source-Edition.pdf
Holy-Bible---English---Geneva-Bible				https://ebible.org/sword/zip/enggnv1599eb.zip	Holy-Bible---English---Geneva-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Geneva-Bible				https://ebible.org/Scriptures/enggnv_vpl.zip	Holy-Bible---English---Geneva-Bible---Source-Edition.VPL.zip
Holy-Bible---English---Godbey-Bible	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Godbey.zip	Holy-Bible---English---Godbey-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Gods-Living-Word				https://ebible.org/epub/eng-glw.epub	Holy-Bible---English---Gods-Living-Word---Source-Edition.epub
Holy-Bible---English---Gods-Living-Word				https://ebible.org/pdf/eng-glw/eng-glw_all.pdf	Holy-Bible---English---Gods-Living-Word---Source-Edition.pdf
Holy-Bible---English---Gods-Living-Word				https://ebible.org/sword/zip/engGLW1996eb.zip	Holy-Bible---English---Gods-Living-Word---Source-Edition.SWORD.zip
Holy-Bible---English---Gods-Living-Word				https://ebible.org/Scriptures/eng-glw_vpl.zip	Holy-Bible---English---Gods-Living-Word---Source-Edition.VPL.zip
Holy-Bible---English---Haweis-Bible	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Haweis.zip	Holy-Bible---English---Haweis-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Jewish-Bible				https://ebible.org/epub/engjps.epub	Holy-Bible---English---Jewish-Bible---Source-Edition.epub
Holy-Bible---English---Jewish-Bible				https://ebible.org/pdf/engjps/engjps_all.pdf	Holy-Bible---English---Jewish-Bible---Source-Edition.pdf
Holy-Bible---English---Jewish-Bible				https://ebible.org/sword/zip/engjps1917eb.zip	Holy-Bible---English---Jewish-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Jewish-Bible				https://ebible.org/Scriptures/engjps_vpl.zip	Holy-Bible---English---Jewish-Bible---Source-Edition.VPL.zip
Holy-Bible---English---King-James-Version				https://ebible.org/epub/eng-kjv2006.epub	Holy-Bible---English---King-James-Version---Source-Edition.epub
Holy-Bible---English---King-James-Version				https://ebible.org/pdf/eng-kjv2006/eng-kjv2006_all.pdf	Holy-Bible---English---King-James-Version---Source-Edition.pdf
Holy-Bible---English---King-James-Version				https://ebible.org/sword/zip/engKJV1769eb.zip	Holy-Bible---English---King-James-Version---Source-Edition.SWORD.zip
Holy-Bible---English---King-James-Version				https://ebible.org/Scriptures/eng-kjv2006_vpl.zip	Holy-Bible---English---King-James-Version---Source-Edition.VPL.zip
Holy-Bible---English---King-James-Version-American	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/AKJV.zip	Holy-Bible---English---King-James-Version-American---Source-Edition.SWORD.zip
Holy-Bible---English---King-James-Version-Cambridge	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/KJVPCE.zip	Holy-Bible---English---King-James-Version-Cambridge---Source-Edition.SWORD.zip
Holy-Bible---English---King-James-Version-Restored-Name	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/RNKJV.zip	Holy-Bible---English---King-James-Version-Restored-Name---Source-Edition.SWORD.zip
Holy-Bible---English---King-James-Version-Revised	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/RLT.zip	Holy-Bible---English---King-James-Version-Revised---Source-Edition.SWORD.zip
Holy-Bible---English---King-James-Version-Updated	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/UKJV.zip	Holy-Bible---English---King-James-Version-Updated---Source-Edition.SWORD.zip
Holy-Bible---English---Leeser-Tanakh				https://ebible.org/epub/englee.epub	Holy-Bible---English---Leeser-Tanakh---Source-Edition.epub
Holy-Bible---English---Leeser-Tanakh				https://ebible.org/pdf/englee/englee_all.pdf	Holy-Bible---English---Leeser-Tanakh---Source-Edition.pdf
Holy-Bible---English---Leeser-Tanakh				https://ebible.org/sword/zip/englee1853eb.zip	Holy-Bible---English---Leeser-Tanakh---Source-Edition.SWORD.zip
Holy-Bible---English---Leeser-Tanakh				https://ebible.org/Scriptures/englee_vpl.zip	Holy-Bible---English---Leeser-Tanakh---Source-Edition.VPL.zip
Holy-Bible---English---Literal-Standard				https://ebible.org/epub/englsv.epub	Holy-Bible---English---Literal-Standard---Source-Edition.epub
Holy-Bible---English---Literal-Standard				https://ebible.org/pdf/englsv/englsv_all.pdf	Holy-Bible---English---Literal-Standard---Source-Edition.pdf
Holy-Bible---English---Literal-Standard				https://ebible.org/sword/zip/englsv2020eb.zip	Holy-Bible---English---Literal-Standard---Source-Edition.SWORD.zip
Holy-Bible---English---Literal-Standard				https://ebible.org/Scriptures/englsv_vpl.zip	Holy-Bible---English---Literal-Standard---Source-Edition.VPL.zip
Holy-Bible---English---Living-Oracles-NT				https://bible4u.net/static/bible_files/txt/TLO_txt.zip	Holy-Bible---English---Living-Oracles-NT---Source-Edition.B4U.zip
Holy-Bible---English---Living-Oracles-NT				https://bible4u.net/static/bible_files/pdf/TLO.pdf	Holy-Bible---English---Living-Oracles-NT---Source-Edition.pdf
Holy-Bible---English---LXX2012-U-S-English				https://ebible.org/epub/eng-lxx2012.epub	Holy-Bible---English---LXX2012-U-S-English---Source-Edition.epub
Holy-Bible---English---LXX2012-U-S-English				https://ebible.org/pdf/eng-lxx2012/eng-lxx2012_all.pdf	Holy-Bible---English---LXX2012-U-S-English---Source-Edition.pdf
Holy-Bible---English---LXX2012-U-S-English				https://ebible.org/sword/zip/engLXX2012eb.zip	Holy-Bible---English---LXX2012-U-S-English---Source-Edition.SWORD.zip
Holy-Bible---English---LXX2012-U-S-English				./aion_source/Holy-Bible---English---LXX2012-U-S-English.vpl.zip	Holy-Bible---English---LXX2012-U-S-English---Source-Edition.VPL.zip
Holy-Bible---English---Majority-Standard-Bible				https://ebible.org/epub/engmsb.epub	Holy-Bible---English---Majority-Standard-Bible---Source-Edition.epub
Holy-Bible---English---Majority-Standard-Bible				https://ebible.org/pdf/engmsb/engmsb_prt.pdf	Holy-Bible---English---Majority-Standard-Bible---Source-Edition.pdf
Holy-Bible---English---Majority-Standard-Bible				https://ebible.org/sword/zip/engmsb2024eb.zip	Holy-Bible---English---Majority-Standard-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Majority-Standard-Bible				https://ebible.org/Scriptures/engmsb_vpl.zip	Holy-Bible---English---Majority-Standard-Bible---Source-Edition.VPL.zip
Holy-Bible---English---Montgomery-NT	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Montgomery.zip	Holy-Bible---English---Montgomery-NT---Source-Edition.SWORD.zip
Holy-Bible---English---New-Heart-Aramaic				./aion_source/Holy-Bible---English---New-Heart-Aramaic---Source-Edition.NHEB.txt	Holy-Bible---English---New-Heart-Aramaic---Source-Edition.NHEB.txt
Holy-Bible---English---New-Heart-Jehovah				./aion_source/Holy-Bible---English---New-Heart-Jehovah---Source-Edition.NHEB.txt	Holy-Bible---English---New-Heart-Jehovah---Source-Edition.NHEB.txt
Holy-Bible---English---New-Heart-Jesus-Messiah				./aion_source/Holy-Bible---English---New-Heart-Jesus-Messiah---Source-Edition.NHEB.txt	Holy-Bible---English---New-Heart-Jesus-Messiah---Source-Edition.NHEB.txt
Holy-Bible---English---New-Heart-Messianic				./aion_source/Holy-Bible---English---New-Heart-Messianic---Source-Edition.NHEB.txt	Holy-Bible---English---New-Heart-Messianic---Source-Edition.NHEB.txt
Holy-Bible---English---New-Heart-Standard				./aion_source/Holy-Bible---English---New-Heart-Standard---Source-Edition.NHEB.txt	Holy-Bible---English---New-Heart-Standard---Source-Edition.NHEB.txt
Holy-Bible---English---New-Heart-YHWH				./aion_source/Holy-Bible---English---New-Heart-YHWH---Source-Edition.NHEB.txt	Holy-Bible---English---New-Heart-YHWH---Source-Edition.NHEB.txt
Holy-Bible---English---Noyes				https://ebible.org/epub/engnoy.epub	Holy-Bible---English---Noyes---Source-Edition.epub
Holy-Bible---English---Noyes				https://ebible.org/pdf/engnoy/engnoy_all.pdf	Holy-Bible---English---Noyes---Source-Edition.pdf
Holy-Bible---English---Noyes				https://ebible.org/sword/zip/engnoy1869eb.zip	Holy-Bible---English---Noyes---Source-Edition.SWORD.zip
Holy-Bible---English---Noyes				https://ebible.org/Scriptures/engnoy_vpl.zip	Holy-Bible---English---Noyes---Source-Edition.VPL.zip
Holy-Bible---English---One-Unity-Resource-Bible				https://ebible.org/epub/engourb.epub	Holy-Bible---English---One-Unity-Resource-Bible---Source-Edition.epub
Holy-Bible---English---One-Unity-Resource-Bible				https://ebible.org/pdf/engourb/engourb_all.pdf	Holy-Bible---English---One-Unity-Resource-Bible---Source-Edition.pdf
Holy-Bible---English---One-Unity-Resource-Bible				https://ebible.org/sword/zip/engourb2016eb.zip	Holy-Bible---English---One-Unity-Resource-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---One-Unity-Resource-Bible				https://ebible.org/Scriptures/engourb_vpl.zip	Holy-Bible---English---One-Unity-Resource-Bible---Source-Edition.VPL.zip
Holy-Bible---English---Open-English-Bible-Commonwealth				https://ebible.org/epub/engoebcw.epub	Holy-Bible---English---Open-English-Bible-Commonwealth---Source-Edition.epub
Holy-Bible---English---Open-English-Bible-Commonwealth				https://ebible.org/pdf/engoebcw/engoebcw_all.pdf	Holy-Bible---English---Open-English-Bible-Commonwealth---Source-Edition.pdf
Holy-Bible---English---Open-English-Bible-Commonwealth				https://ebible.org/sword/zip/engoebcweb.zip	Holy-Bible---English---Open-English-Bible-Commonwealth---Source-Edition.SWORD.zip
Holy-Bible---English---Open-English-Bible-Commonwealth				https://ebible.org/Scriptures/engoebcw_vpl.zip	Holy-Bible---English---Open-English-Bible-Commonwealth---Source-Edition.VPL.zip
Holy-Bible---English---Open-English-Bible-US				https://ebible.org/epub/engoebus.epub	Holy-Bible---English---Open-English-Bible-US---Source-Edition.epub
Holy-Bible---English---Open-English-Bible-US				https://ebible.org/pdf/engoebus/engoebus_all.pdf	Holy-Bible---English---Open-English-Bible-US---Source-Edition.pdf
Holy-Bible---English---Open-English-Bible-US				https://ebible.org/sword/zip/engoebuseb.zip	Holy-Bible---English---Open-English-Bible-US---Source-Edition.SWORD.zip
Holy-Bible---English---Open-English-Bible-US				https://ebible.org/Scriptures/engoebus_vpl.zip	Holy-Bible---English---Open-English-Bible-US---Source-Edition.VPL.zip
Holy-Bible---English---Orthodox-Jewish-Bible				https://ebible.org/epub/engojb.epub	Holy-Bible---English---Orthodox-Jewish-Bible---Source-Edition.epub
Holy-Bible---English---Orthodox-Jewish-Bible				https://ebible.org/pdf/engojb/engojb_prt.pdf	Holy-Bible---English---Orthodox-Jewish-Bible---Source-Edition.pdf
Holy-Bible---English---Orthodox-Jewish-Bible				https://ebible.org/sword/zip/engojb2024eb.zip	Holy-Bible---English---Orthodox-Jewish-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Orthodox-Jewish-Bible				https://ebible.org/Scriptures/engojb_vpl.zip	Holy-Bible---English---Orthodox-Jewish-Bible---Source-Edition.VPL.zip
Holy-Bible---English---Revised-Version				https://ebible.org/epub/eng-rv.epub	Holy-Bible---English---Revised-Version---Source-Edition.epub
Holy-Bible---English---Revised-Version				https://ebible.org/pdf/eng-rv/eng-rv_all.pdf	Holy-Bible---English---Revised-Version---Source-Edition.pdf
Holy-Bible---English---Revised-Version				https://ebible.org/sword/zip/engRV1895eb.zip	Holy-Bible---English---Revised-Version---Source-Edition.SWORD.zip
Holy-Bible---English---Revised-Version				https://ebible.org/Scriptures/eng-rv_vpl.zip	Holy-Bible---English---Revised-Version---Source-Edition.VPL.zip
Holy-Bible---English---Rotherham-Bible	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Rotherham.zip	Holy-Bible---English---Rotherham-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---STEPBible-Amalgamant				./aion_source/Holy-Bible---English---STEPBible-Amalgamant---Source-Edition.STEP.txt	Holy-Bible---English---STEPBible-Amalgamant---Source-Edition.STEP.txt
Holy-Bible---English---STEPBible-Concordant				./aion_source/Holy-Bible---English---STEPBible-Concordant---Source-Edition.STEP.txt	Holy-Bible---English---STEPBible-Concordant---Source-Edition.STEP.txt
Holy-Bible---English---Syriac-Peshitta-Etheridge	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Etheridge.zip	Holy-Bible---English---Syriac-Peshitta-Etheridge---Source-Edition.SWORD.zip
Holy-Bible---English---Syriac-Peshitta-Murdock	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Murdock.zip	Holy-Bible---English---Syriac-Peshitta-Murdock---Source-Edition.SWORD.zip
Holy-Bible---English---Text-Critical				https://ebible.org/epub/engtcent.epub	Holy-Bible---English---Text-Critical---Source-Edition.epub
Holy-Bible---English---Text-Critical				https://ebible.org/pdf/engtcent/engtcent_all.pdf	Holy-Bible---English---Text-Critical---Source-Edition.pdf
Holy-Bible---English---Text-Critical				https://ebible.org/sword/zip/engtcent2022eb.zip	Holy-Bible---English---Text-Critical---Source-Edition.SWORD.zip
Holy-Bible---English---Text-Critical				https://ebible.org/Scriptures/engtcent_vpl.zip	Holy-Bible---English---Text-Critical---Source-Edition.VPL.zip
Holy-Bible---English---Trans-Trans				https://ebible.org/epub/eng-t4t.epub	Holy-Bible---English---Trans-Trans---Source-Edition.epub
Holy-Bible---English---Trans-Trans				https://ebible.org/pdf/eng-t4t/eng-t4t_all.pdf	Holy-Bible---English---Trans-Trans---Source-Edition.pdf
Holy-Bible---English---Trans-Trans				https://ebible.org/sword/zip/engT4T2014eb.zip	Holy-Bible---English---Trans-Trans---Source-Edition.SWORD.zip
Holy-Bible---English---Trans-Trans				https://ebible.org/Scriptures/eng-t4t_vpl.zip	Holy-Bible---English---Trans-Trans---Source-Edition.VPL.zip
Holy-Bible---English---Twentieth-Century-NT	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Twenty.zip	Holy-Bible---English---Twentieth-Century-NT---Source-Edition.SWORD.zip
Holy-Bible---English---Tyndale-Bible				https://ebible.org/epub/engtnt.epub	Holy-Bible---English---Tyndale-Bible---Source-Edition.epub
Holy-Bible---English---Tyndale-Bible				https://ebible.org/pdf/engtnt/engtnt_all.pdf	Holy-Bible---English---Tyndale-Bible---Source-Edition.pdf
Holy-Bible---English---Tyndale-Bible	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Tyndale.zip	Holy-Bible---English---Tyndale-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Unlocked-Literal-Bible				https://ebible.org/epub/engULB.epub	Holy-Bible---English---Unlocked-Literal-Bible---Source-Edition.epub
Holy-Bible---English---Unlocked-Literal-Bible				https://ebible.org/pdf/engULB/engULB_all.pdf	Holy-Bible---English---Unlocked-Literal-Bible---Source-Edition.pdf
Holy-Bible---English---Unlocked-Literal-Bible				https://ebible.org/sword/zip/engULB2017eb.zip	Holy-Bible---English---Unlocked-Literal-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Unlocked-Literal-Bible				https://ebible.org/Scriptures/engULB_vpl.zip	Holy-Bible---English---Unlocked-Literal-Bible---Source-Edition.VPL.zip
Holy-Bible---English---Webster-Bible				https://ebible.org/epub/engwebster.epub	Holy-Bible---English---Webster-Bible---Source-Edition.epub
Holy-Bible---English---Webster-Bible				https://ebible.org/pdf/engwebster/engwebster_all.pdf	Holy-Bible---English---Webster-Bible---Source-Edition.pdf
Holy-Bible---English---Webster-Bible				https://eBible.org/sword/zip/engwebster1833eb.zip	Holy-Bible---English---Webster-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Webster-Bible				https://ebible.org/Scriptures/engwebster_vpl.zip	Holy-Bible---English---Webster-Bible---Source-Edition.VPL.zip
Holy-Bible---English---Webster-Bible-Revised	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/RWebster.zip	Holy-Bible---English---Webster-Bible-Revised---Source-Edition.SWORD.zip
Holy-Bible---English---Weymouth-NT				./aion_source/Holy-Bible---English---Weymouth-NT.unbound.zip	Holy-Bible---English---Weymouth-NT---Source-Edition.UNBOUND.zip
Holy-Bible---English---World-English-Bible				https://ebible.org/epub/eng-web.epub	Holy-Bible---English---World-English-Bible---Source-Edition.epub
Holy-Bible---English---World-English-Bible				https://ebible.org/pdf/eng-web/eng-web_all.pdf	Holy-Bible---English---World-English-Bible---Source-Edition.pdf
Holy-Bible---English---World-English-Bible				https://ebible.org/sword/zip/engweb2025eb.zip	Holy-Bible---English---World-English-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---World-English-Bible				https://ebible.org/Scriptures/eng-web_vpl.zip	Holy-Bible---English---World-English-Bible---Source-Edition.VPL.zip
Holy-Bible---English---World-English-Bible-British-Edition				https://ebible.org/epub/eng-webbe.epub	Holy-Bible---English---World-English-Bible-British-Edition---Source-Edition.epub
Holy-Bible---English---World-English-Bible-British-Edition				https://ebible.org/pdf/eng-webbe/eng-webbe_all.pdf	Holy-Bible---English---World-English-Bible-British-Edition---Source-Edition.pdf
Holy-Bible---English---World-English-Bible-British-Edition				https://ebible.org/sword/zip/engwebbe2025eb.zip	Holy-Bible---English---World-English-Bible-British-Edition---Source-Edition.SWORD.zip
Holy-Bible---English---World-English-Bible-British-Edition				https://ebible.org/Scriptures/eng-webbe_vpl.zip	Holy-Bible---English---World-English-Bible-British-Edition---Source-Edition.VPL.zip
Holy-Bible---English---World-English-Bible-Updated				https://ebible.org/epub/engwebu.epub	Holy-Bible---English---World-English-Bible-Updated---Source-Edition.epub
Holy-Bible---English---World-English-Bible-Updated				https://ebible.org/pdf/engwebu/engwebu_all.pdf	Holy-Bible---English---World-English-Bible-Updated---Source-Edition.pdf
Holy-Bible---English---World-English-Bible-Updated				https://ebible.org/sword/zip/engwebu2025eb.zip	Holy-Bible---English---World-English-Bible-Updated---Source-Edition.SWORD.zip
Holy-Bible---English---World-English-Bible-Updated				https://ebible.org/Scriptures/engwebu_vpl.zip	Holy-Bible---English---World-English-Bible-Updated---Source-Edition.VPL.zip
Holy-Bible---English---World-Messianic-Bible				https://ebible.org/epub/engwmb.epub	Holy-Bible---English---World-Messianic-Bible---Source-Edition.epub
Holy-Bible---English---World-Messianic-Bible				https://ebible.org/pdf/engwmb/engwmb_all.pdf	Holy-Bible---English---World-Messianic-Bible---Source-Edition.pdf
Holy-Bible---English---World-Messianic-Bible				https://ebible.org/sword/zip/engwmb2025eb.zip	Holy-Bible---English---World-Messianic-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---World-Messianic-Bible				https://ebible.org/Scriptures/engwmb_vpl.zip	Holy-Bible---English---World-Messianic-Bible---Source-Edition.VPL.zip
Holy-Bible---English---World-Messianic-Bible-British-Edition				https://ebible.org/epub/engwmbb.epub	Holy-Bible---English---World-Messianic-Bible-British-Edition---Source-Edition.epub
Holy-Bible---English---World-Messianic-Bible-British-Edition				https://ebible.org/pdf/engwmbb/engwmbb_all.pdf	Holy-Bible---English---World-Messianic-Bible-British-Edition---Source-Edition.pdf
Holy-Bible---English---World-Messianic-Bible-British-Edition				https://ebible.org/sword/zip/engwmbb2025eb.zip	Holy-Bible---English---World-Messianic-Bible-British-Edition---Source-Edition.SWORD.zip
Holy-Bible---English---World-Messianic-Bible-British-Edition				https://ebible.org/Scriptures/engwmbb_vpl.zip	Holy-Bible---English---World-Messianic-Bible-British-Edition---Source-Edition.VPL.zip
Holy-Bible---English---Worsley-Bible	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Worsley.zip	Holy-Bible---English---Worsley-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Wycliffe-Bible				https://ebible.org/epub/engWycliffe.epub	Holy-Bible---English---Wycliffe-Bible---Source-Edition.epub
Holy-Bible---English---Wycliffe-Bible				https://ebible.org/pdf/engWycliffe/engWycliffe_prt.pdf	Holy-Bible---English---Wycliffe-Bible---Source-Edition.pdf
Holy-Bible---English---Wycliffe-Bible	SWORD			https://crosswire.org/ftpmirror/pub/sword/packages/rawzip/Wycliffe.zip	Holy-Bible---English---Wycliffe-Bible---Source-Edition.SWORD.zip
Holy-Bible---English---Youngs-Literal-Translation				https://ebible.org/epub/engylt.epub	Holy-Bible---English---Youngs-Literal-Translation---Source-Edition.epub
Holy-Bible---English---Youngs-Literal-Translation				https://ebible.org/pdf/engylt/engylt_all.pdf	Holy-Bible---English---Youngs-Literal-Translation---Source-Edition.pdf
Holy-Bible---English---Youngs-Literal-Translation				https://eBible.org/sword/zip/engylt1898eb.zip	Holy-Bible---English---Youngs-Literal-Translation---Source-Edition.SWORD.zip
Holy-Bible---English---Youngs-Literal-Translation				https://ebible.org/Scriptures/engylt_vpl.zip	Holy-Bible---English---Youngs-Literal-Translation---Source-Edition.VPL.zip
Holy-Bible---Esperanto---Esperanto-Bible				https://ebible.org/epub/epo.epub	Holy-Bible---Esperanto---Esperanto-Bible---Source-Edition.epub
Holy-Bible---Esperanto---Esperanto-Bible				https://ebible.org/pdf/epo/epo_all.pdf	Holy-Bible---Esperanto---Esperanto-Bible---Source-Edition.pdf
Holy-Bible---Esperanto---Esperanto-Bible				https://eBible.org/sword/zip/epo1910eb.zip	Holy-Bible---Esperanto---Esperanto-Bible---Source-Edition.SWORD.zip
Holy-Bible---Esperanto---Esperanto-Bible				https://ebible.org/Scriptures/epo_vpl.zip	Holy-Bible---Esperanto---Esperanto-Bible---Source-Edition.VPL.zip
Holy-Bible---Estonian---Contemporary				https://ebible.org/epub/ekk.epub	Holy-Bible---Estonian---Contemporary---Source-Edition.epub
Holy-Bible---Estonian---Contemporary				https://ebible.org/pdf/ekk/ekk_all.pdf	Holy-Bible---Estonian---Contemporary---Source-Edition.pdf
Holy-Bible---Estonian---Contemporary				https://ebible.org/sword/zip/ekkbib2022eb.zip	Holy-Bible---Estonian---Contemporary---Source-Edition.SWORD.zip
Holy-Bible---Estonian---Contemporary				https://ebible.org/Scriptures/ekk_vpl.zip	Holy-Bible---Estonian---Contemporary---Source-Edition.VPL.zip
Holy-Bible---Estonian---For-All				https://ebible.org/epub/ekkpkp.epub	Holy-Bible---Estonian---For-All---Source-Edition.epub
Holy-Bible---Estonian---For-All				https://ebible.org/pdf/ekkpkp/ekkpkp_all.pdf	Holy-Bible---Estonian---For-All---Source-Edition.pdf
Holy-Bible---Estonian---For-All				https://ebible.org/sword/zip/ekkpkp2023eb.zip	Holy-Bible---Estonian---For-All---Source-Edition.SWORD.zip
Holy-Bible---Estonian---For-All				https://ebible.org/Scriptures/ekkpkp_vpl.zip	Holy-Bible---Estonian---For-All---Source-Edition.VPL.zip
Holy-Bible---Etulo---Etulo-Bible				https://ebible.org/epub/utr.epub	Holy-Bible---Etulo---Etulo-Bible---Source-Edition.epub
Holy-Bible---Etulo---Etulo-Bible				https://ebible.org/pdf/utr/utr_prt.pdf	Holy-Bible---Etulo---Etulo-Bible---Source-Edition.pdf
Holy-Bible---Etulo---Etulo-Bible				https://ebible.org/sword/zip/utr2024eb.zip	Holy-Bible---Etulo---Etulo-Bible---Source-Edition.SWORD.zip
Holy-Bible---Etulo---Etulo-Bible				https://ebible.org/Scriptures/utr_vpl.zip	Holy-Bible---Etulo---Etulo-Bible---Source-Edition.VPL.zip
Holy-Bible---Ewe---Word-of-Life				https://ebible.org/epub/ewe.epub	Holy-Bible---Ewe---Word-of-Life---Source-Edition.epub
Holy-Bible---Ewe---Word-of-Life				https://ebible.org/pdf/ewe/ewe_all.pdf	Holy-Bible---Ewe---Word-of-Life---Source-Edition.pdf
