BIBLE	INDEX	BOOK	CHAPTER	VERSE	WORD	STRONGS	UNTRANS	TEXT
Holy-Bible---Sanskrit---Bengali-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Bengali-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Bengali-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Bengali-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Bengali-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Bengali-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Bengali-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Bengali-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Bengali-Script								NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Burmese-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Burmese-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Burmese-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Burmese-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Burmese-Script								NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Cologne-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Cologne-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Cologne-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Cologne-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Cologne-Script								NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Devanagari-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Devanagari-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Devanagari-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Devanagari-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Devanagari-Script								NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Gujarati-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Gujarati-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Gujarati-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Gujarati-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Gujarati-Script								NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Harvard-Kyoto-Script								NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---IAST-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---IAST-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---IAST-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---IAST-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---IAST-Script								NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---ISO-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---ISO-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---ISO-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---ISO-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---ISO-Script								NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---ITRANS-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---ITRANS-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---ITRANS-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---ITRANS-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---ITRANS-Script								NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Kannada-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Kannada-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Kannada-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Kannada-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Kannada-Script								NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Khmer-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Khmer-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Khmer-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Khmer-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Khmer-Script								NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Malayalam-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Malayalam-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Malayalam-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Malayalam-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Malayalam-Script								NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Oriya-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	049	EPH	002	001	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	049	EPH	002	002	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	049	EPH	003	011	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	049	EPH	003	012	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	056	TIT	001	001	AIONIAN	g166		NULL
Holy-Bible---Sanskrit---Oriya-Script	056	TIT	001	002	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	058	HEB	007	021	SKIP			NULL
Holy-Bible---Sanskrit---Oriya-Script	058	HEB	007	022	AIONS	g165		NULL
Holy-Bible---Sanskrit---Oriya-Script	061	2PE	002	017	NOTE			questioned
Holy-Bible---Sanskrit---Oriya-Script								NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	004	018	AIONS	g165		NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	004	019	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	009	043	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	009	044	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	009	045	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	009	046	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	009	047	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	041	MAR	009	048	GEHENNA	g1067		NULL
Holy-Bible---Sanskrit---Punjabi-Script	042	LUK	001	054	AIONS	g165		NULL
Holy-Bible---Sanskrit---Punjabi-Script	042	LUK	001	055	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	042	LUK	001	070	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	042	LUK	001	073	AIONS	g165		NULL
Holy-Bible---Sanskrit---Punjabi-Script	045	ROM	001	024	AIONS	g165		NULL
Holy-Bible---Sanskrit---Punjabi-Script	045	ROM	001	025	SKIP			NULL
Holy-Bible---Sanskrit---Punjabi-Script	049	EPH	002	001	AIONS	g165		NULL
