BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---German---German-Elberfelder-1905	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Katholiche-Riessler	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Kautzsch-Weizsacker	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Luther-Bible-1545	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Luther-Bible-1912	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Menge	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Reinhardt-Bible	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Schlachter	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---German-Tafel-Bible	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---Open-Bible	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---German---Zurich-Bible	0		ewige,ewigen,nimmermehr,ewiglich,ewigkeit,Welt,ewig,ewiges,derniers temps,zukünftigen Zeiten,ewiger	hölle,höllen,höllische,höllischen,den feurigen Pfuhl	hölle,höllen,höllische,höllischen,den feurigen Pfuhl,Tiefe fahren	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	hölle,höllen,höllische,höllischen,grube,Tode,Toten,Tod,Todes	hölle,höllen,höllische,höllischen	Abgrund,Abgrunds,Tiefe fahren	den feurigen Pfuhl,der mit Feuer	NULL
Holy-Bible---Ghanongga---Kubokota-Adapt-Bible	0											NULL
Holy-Bible---Gikuyu---Kikuyu	0											NULL
Holy-Bible---Glavda---Glavda-Bible	0											NULL
Holy-Bible---Gofa---Gofa-Bible	0											NULL
Holy-Bible---Gofa---Gofa-Bible-Ethiopian	0											NULL
Holy-Bible---Gofa---Gofa-Bible-Latin	0											NULL
Holy-Bible---Gourma---Gourma-Bible	0											NULL
Holy-Bible---Gourmantche---Gourmantche-Bible	0											NULL
Holy-Bible---Gowlan---Gowlan-Bible	0											NULL
Holy-Bible---Gowli---Gawli-Bible	0											NULL
Holy-Bible---Greek---Greek-Antoniades	0											NULL
Holy-Bible---Greek---Greek-Byzantine	0											NULL
Holy-Bible---Greek---Greek-Byzantine-Majority	0											NULL
Holy-Bible---Greek---Greek-LXX-Septuagint	0											NULL
Holy-Bible---Greek---Greek-Majority-Text	0											NULL
Holy-Bible---Greek---Greek-Modern-Kathareuousa	0											NULL
Holy-Bible---Greek---Greek-Nestle	0											NULL
Holy-Bible---Greek---Greek-Pickering-Family-35	0											NULL
Holy-Bible---Greek---Greek-SBL	0											NULL
Holy-Bible---Greek---Greek-Scrivener	0											NULL
Holy-Bible---Greek---Greek-Statistical-Restoration	0											NULL
Holy-Bible---Greek---Greek-STEPBible	0											NULL
Holy-Bible---Greek---Greek-Stephanus	0											NULL
Holy-Bible---Greek---Greek-Textus-Receptus	0											NULL
Holy-Bible---Greek---Greek-Textus-Receptus-Boyd	0											NULL
Holy-Bible---Greek---Greek-Textus-Receptus-Elzevir	0											NULL
Holy-Bible---Greek---Greek-Tischendorf	0											NULL
Holy-Bible---Greek---Greek-Tregelles	0											NULL
Holy-Bible---Greek---Greek-TR-Stephanus-Scrivener	0											NULL
Holy-Bible---Greek---Greek-Westcott-Hort	0											NULL
Holy-Bible---Greek---Text-Critical	0											NULL
Holy-Bible---Guduf-Gava---Guduf-Gava-Bible	0											NULL
Holy-Bible---Gujarati---Gujarati-Bible	0			નરક								NULL
Holy-Bible---Gujii---Guji-Oromo-Bible	0											NULL
Holy-Bible---Haitian---Haitian-Creole-Bible	0			lanfè								NULL
Holy-Bible---Haitian---Haitian-Creole-Smith	0			lanfè								NULL
Holy-Bible---Halbi---Halbi-Bible	0											NULL
Holy-Bible---Haryanvi---Haryanvi-Bible	0			नरक								NULL
Holy-Bible---Hausa---Contemporary	0			jahannama								NULL
Holy-Bible---Hausa---Hausa-Bible	0			jahannama								NULL
Holy-Bible---Havu---Havu-Bible	0											NULL
Holy-Bible---Hawaiian---Hawaiian-Bible-1868	0											NULL
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	0											NULL
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	0											NULL
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	0											NULL
Holy-Bible---Hebrew---Hebrew-STEPBible	0											NULL
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	0											NULL
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	0											NULL
Holy-Bible---Hebrew---Living-Bible	0											NULL
Holy-Bible---Hebrew---Modern-Hebrew-Bible	0											NULL
Holy-Bible---Hebrew---Salkinson-Hebrew-Bible	0											NULL
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	0											NULL
Holy-Bible---Hindi---Contemporary	0		सनातन,सदैव	नरक	नरक	अधोलोक,नरक	अधोलोक,नरक	अधोलोक,नरक	अधोलोक,नरक	अथाह कुण्ड	आग की झील,मिलेगा, जो आग	NULL
Holy-Bible---Hindi---Hindi-Bible	0		सनातन,सदैव	नरक	नरक	अधोलोक,नरक	अधोलोक,नरक	अधोलोक,नरक	अधोलोक,नरक	अथाह कुण्ड	आग की झील,मिलेगा, जो आग	NULL
Holy-Bible---Hona---Hwana-Bible	0											NULL
Holy-Bible---Hre---Hre-Bible	0											NULL
Holy-Bible---Hruso---Hrusso-Angka-Bible	0											NULL
Holy-Bible---Hungarian---Hungarian-Jewish-Bible	0		örökkévaló,örökké,örökkön,világ,világi,világnak,világon,világot,világhoz,világból,világbírói,világhoz	pokol,pokolba,pokolra,pokolig,pokolból,pokoltól,pokolban,pokolnak	pokol,pokolba,pokolra	pokol,pokolba,pokolra,alvilágnál,alvilág,sírba,koporsóba,Seol,Seolban,Seolba,Seolra,holtak	gyehenna,gyehennára,gyehennában,gyehennának,gyehennától	pokol,pokolban,pokolra	taszítván	mélységbe,mélység,mélységnek,mélység,mélységbõl		NULL
Holy-Bible---Hungarian---Hungarian-Karoli	0		örökkévaló,örökké,örökkön,világ,világi,világnak,világon,világot,világhoz,világból,világbírói,világhoz	pokol,pokolba,pokolra,pokolig,pokolból,pokoltól,pokolban,pokolnak	pokol,pokolba,pokolra	pokol,pokolba,pokolra,alvilágnál,alvilág,sírba,koporsóba,Seol,Seolban,Seolba,Seolra,holtak	gyehenna,gyehennára,gyehennában,gyehennának,gyehennától	pokol,pokolban,pokolra	taszítván	mélységbe,mélység,mélységnek,mélység,mélységbõl		NULL
Holy-Bible---Hungarian---Magyar-Bible	0		örökkévaló,örökké,örökkön,világ,világi,világnak,világon,világot,világhoz,világból,világbírói,világhoz	pokol,pokolba,pokolra,pokolig,pokolból,pokoltól,pokolban,pokolnak	pokol,pokolba,pokolra	pokol,pokolba,pokolra,alvilágnál,alvilág,sírba,koporsóba,Seol,Seolban,Seolba,Seolra,holtak	gyehenna,gyehennára,gyehennában,gyehennának,gyehennától	pokol,pokolban,pokolra	taszítván	mélységbe,mélység,mélységnek,mélység,mélységbõl		NULL
Holy-Bible---Icelandic---Open-Living-Word	0			heljar								NULL
Holy-Bible---Igbo---Igbo-Bible	0			nʼọkụ ala mmụọ								NULL
Holy-Bible---Ikizu---Ikizu-Bible	0											NULL
Holy-Bible---Ilocano---Ilocano-Bible	0											NULL
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible	0											NULL
Holy-Bible---Indonesian---Bahasa-Indonesia-Sehari-hari	0			neraka								NULL
Holy-Bible---Indonesian---For-All	0			neraka								NULL
Holy-Bible---Indonesian---New-Indonesian-Translation	0			neraka								NULL
Holy-Bible---Indonesian---Simple	0			neraka								NULL
Holy-Bible---Irish---Odomhnuill-Modern	0											NULL
Holy-Bible---Isanzu---Isanzu-Bible	0											NULL
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	0		sempiterno,eterno,eterna,l’eterna,eternas,eterni,dell’eterno,eterne,all’eterno,sempre,secolo,secoli,perpetuo,permanente,antico,mondo,mondi,mondane,dell’età,età,principio,tempi,vera vita,era	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno,sotterra,sepolcro	geenna	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	abissati	nell’abisso,dell’abisso,dall’abisso	stagno del fuoco,stagno ardente di fuoco	NULL
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible	0		sempiterno,eterno,eterna,l’eterna,eternas,eterni,dell’eterno,eterne,all’eterno,sempre,secolo,secoli,perpetuo,permanente,antico,mondo,mondi,mondane,dell’età,età,principio,tempi,vera vita,era	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno,sotterra,sepolcro	geenna	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	abissati	nell’abisso,dell’abisso,dall’abisso	stagno del fuoco,stagno ardente di fuoco	NULL
Holy-Bible---Italian---Italian-Riveduta-Bible	0		sempiterno,eterno,eterna,l’eterna,eternas,eterni,dell’eterno,eterne,all’eterno,sempre,secolo,secoli,perpetuo,permanente,antico,mondo,mondi,mondane,dell’età,età,principio,tempi,vera vita,era	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	inferno,nell’inferno,l’inferno,all’inferno,dell’inferno,dall’inferno	de’ morti,dei morti,morte	geenna	nell’Ades,dell’Ades,l’Ades,morte	inabissò	nell’abisso,dell’abisso,dall’abisso	stagno ardente di fuoco,stagno ardente di fuoco	NULL
Holy-Bible---Janji---Janji-Bible	0											NULL
Holy-Bible---Japanese---Japanese-Bungo-yaku	1			地獄								NULL
Holy-Bible---Japanese---Japanese-Electronic-Network-Bible	1			地獄								NULL
Holy-Bible---Japanese---Japanese-Kougo-yaku	1			地獄								NULL
Holy-Bible---Japanese---Japanese-Meiji-yaku	1			地獄								NULL
Holy-Bible---Japanese---Japanese-Raguet-yaku	1			地獄								NULL
Holy-Bible---Japanese---New-Japanese-New-Testament	1			地獄								NULL
Holy-Bible---Jumjum---Jumjum-Bible	0											NULL
Holy-Bible---Juray---Juray-Bible	0											NULL
Holy-Bible---Kamano---Kamano-Kafe	0											NULL
Holy-Bible---Kannada---Indian-Revised-Version	0											NULL
Holy-Bible---Kannada---Open-Contemporary	0			ನರಕ								NULL
Holy-Bible---Kannada---Siddi-Bible	0											NULL
Holy-Bible---Kapin---Kapin-Bible	0											NULL
Holy-Bible---Kara---Kara-Bible	0											NULL
Holy-Bible---Kiche---Totonicapan	0											NULL
Holy-Bible---Kinga---Mahanji-Bible	0											NULL
Holy-Bible---Kisi---Kisi-Bible	0											NULL
Holy-Bible---Kituba---Kituba-Bible	0											NULL
Holy-Bible---Kizalamo---Zaramo-Kizalamo-Bible	0											NULL
Holy-Bible---Koda---Koda-Bible	0											NULL
Holy-Bible---Kolami-Southeastern---Kolami-Bible	0											NULL
Holy-Bible---Konda-Dora---Konda-Porja-Bible	0											NULL
Holy-Bible---Korean---Korean-1910	0			지옥								NULL
Holy-Bible---Korean---Korean-Revised-Version	0			지옥								NULL
Holy-Bible---Korean---Korean-RV	0			지옥								NULL
Holy-Bible---Kosraean---Kosraean-Bible	0			hell								NULL
Holy-Bible---Koya---Koya-Bible	0											NULL
Holy-Bible---Kuhane---Kuhane-Bible	0											NULL
Holy-Bible---Kurama---Kurama-Akurumi-Bible	0											NULL
Holy-Bible---Kurdish---Sorani-Bible	0											NULL
Holy-Bible---Kutu---Kutu-Bible	0											NULL
Holy-Bible---Kuturmi---Kuturmi-Bible	0											NULL
Holy-Bible---Kuvi---Kuvi-Bible	0											NULL
Holy-Bible---Latin---Clementine-Vulgate-1598	0		æternam,aeternum,æternum,æterni,æterna,futuro,sæculo,sæculi,sæcula,sempiternum,æternæ,sempiterna,æternis,sæculorum,sæculis,æternas,sæcularia,æternitatis,sæculum	infernum,infernus,inferos,inferni,inferna,in stagnum ignis,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,Gehennam,gehennæ,tartarum,in stagnum ignis,abyssum,abyssi,abysso,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,mortis	Gehennam,gehennæ,gehenna	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,ubi est mors,mortis,cum esset in tormentis	tartarum	abyssum,abyssi,abysso	in stagnum ignis,stagno ardenti igne	NULL
Holy-Bible---Latin---Clementine-Vulgate-Conte	0		æternam,aeternum,æternum,æterni,æterna,futuro,sæculo,sæculi,sæcula,sempiternum,æternæ,sempiterna,æternis,sæculorum,sæculis,æternas,sæcularia,æternitatis,sæculum	infernum,infernus,inferos,inferni,inferna,in stagnum ignis,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,Gehennam,gehennæ,tartarum,in stagnum ignis,abyssum,abyssi,abysso,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,mortis	Gehennam,gehennæ,gehenna	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,ubi est mors,mortis,cum esset in tormentis	tartarum	abyssum,abyssi,abysso	in stagnum ignis,stagno ardenti igne	NULL
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	0		æternam,aeternum,æternum,æterni,æterna,futuro,sæculo,sæculi,sæcula,sempiternum,æternæ,sempiterna,æternis,sæculorum,sæculis,æternas,sæcularia,æternitatis,sæculum	infernum,infernus,inferos,inferni,inferna,in stagnum ignis,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,Gehennam,gehennæ,tartarum,in stagnum ignis,abyssum,abyssi,abysso,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,mortis	Gehennam,gehennæ,gehenna	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,ubi est mors,mortis,cum esset in tormentis	tartarum	abyssum,abyssi,abysso	in stagnum ignis,stagno ardenti igne	NULL
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	0		æternam,aeternum,æternum,æterni,æterna,futuro,sæculo,sæculi,sæcula,sempiternum,æternæ,sempiterna,æternis,sæculorum,sæculis,æternas,sæcularia,æternitatis,sæculum	infernum,infernus,inferos,inferni,inferna,in stagnum ignis,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,Gehennam,gehennæ,tartarum,in stagnum ignis,abyssum,abyssi,abysso,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,mortis	Gehennam,gehennæ,gehenna	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,ubi est mors,mortis,cum esset in tormentis	tartarum	abyssum,abyssi,abysso	in stagnum ignis,stagno ardenti igne	NULL
Holy-Bible---Latin---Vulgata-Sistina	0		æternam,aeternum,æternum,æterni,æterna,futuro,sæculo,sæculi,sæcula,sempiternum,æternæ,sempiterna,æternis,sæculorum,sæculis,æternas,sæcularia,æternitatis,sæculum	infernum,infernus,inferos,inferni,inferna,in stagnum ignis,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,Gehennam,gehennæ,tartarum,in stagnum ignis,abyssum,abyssi,abysso,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,mortis	Gehennam,gehennæ,gehenna	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,ubi est mors,mortis,cum esset in tormentis	tartarum	abyssum,abyssi,abysso	in stagnum ignis,stagno ardenti igne	NULL
Holy-Bible---Latin---Vulgate-Jerome	0		æternam,aeternum,æternum,æterni,æterna,futuro,sæculo,sæculi,sæcula,sempiternum,æternæ,sempiterna,æternis,sæculorum,sæculis,æternas,sæcularia,æternitatis,sæculum	infernum,infernus,inferos,inferni,inferna,in stagnum ignis,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,Gehennam,gehennæ,tartarum,in stagnum ignis,abyssum,abyssi,abysso,inferno,inferne,inferi	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,mortis	Gehennam,gehennæ,gehenna	infernum,infernus,inferos,inferni,inferna,inferno,inferne,inferi,ubi est mors,mortis,cum esset in tormentis	tartarum	abyssum,abyssi,abysso	in stagnum ignis,stagno ardenti igne	NULL
Holy-Bible---Latvian---Latvian-Gluck-Bible	0			ellē,elles,ellei								NULL
Holy-Bible---Lingala---Lingala-Bible	0			lifelo								NULL
Holy-Bible---Lithuanian---Believers-Heritage	0											NULL
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	0											NULL
Holy-Bible---Lodhi---Lodhi-Bible	0			नरक								NULL
Holy-Bible---Luganda---Luganda-Bible	0											NULL
Holy-Bible---Lungga---Lungga-Bible	0											NULL
Holy-Bible---Luyana---Luyana-Bible	0											NULL
Holy-Bible---Mahasu-Pahari---Baghlayani-Bible	0			नरको								NULL
Holy-Bible---Makhuwa-Meetto---Makua-Bible	0											NULL
Holy-Bible---Malagasy---Malagasy-Bible	0											NULL
Holy-Bible---Malagasy---Tandroy-Mahafaly-Bible	0											NULL
Holy-Bible---Malayalam---1910-Contemporary	0			നരകം								NULL
Holy-Bible---Malayalam---Contemporary	0			നരകം								NULL
Holy-Bible---Malayalam---Malayalam-Bible	0			നരകം								NULL
Holy-Bible---Malayalam---Malayalam-Bible-1910	0			നരകം								NULL
Holy-Bible---Male---Maale-Bible	0											NULL
Holy-Bible---Manipuri---Meitei-Bible	0											NULL
Holy-Bible---Maori---Maori-Bible	0											NULL
Holy-Bible---Marathi---Marathi-Bible	0			नरक								NULL
Holy-Bible---Marathi---Marathi-Indian-Bible	0											NULL
Holy-Bible---Marghi-South---Marghi-South-Bible	0											NULL
Holy-Bible---Matengo---Amatengu-Bible	0											NULL
Holy-Bible---Matumbi---Matumbi-Bible	0											NULL
Holy-Bible---Mbe---Mbe-Bible	0											NULL
Holy-Bible---Mbula-Bwazza---Mbula-Bwazza-Bible	0											NULL
Holy-Bible---Melo---Melo-Bible	0											NULL
Holy-Bible---Mori-Atas---Mori-Atas-Bible	0											NULL
Holy-Bible---Mpoto---Mpoto-Bible	0											NULL
Holy-Bible---Mum---Mum-Bible	0											NULL
Holy-Bible---Munda---Munda-Bible	0											NULL
Holy-Bible---Mwaghavul---Mwaghavul-Bible	0											NULL
Holy-Bible---Mwera---Mwera-Bible	0											NULL
Holy-Bible---Myanmar---Burmese-Common-Bible	0			ငရဲ								NULL
Holy-Bible---Myanmar---Burmese-Judson	0			ငရဲ								NULL
Holy-Bible---Myanmar---Myanmar-Burmese-Judson	0			ငရဲ								NULL
Holy-Bible---Naga-Pidgin---Nagamese-Bible	0											NULL
Holy-Bible---Naga-Tutsa---Tutsa-Naga-Bible	0											NULL
Holy-Bible---Ncane---Ncane-Bible	0											NULL
Holy-Bible---Ndebele---Accessible-Bible	0			esihogweni								NULL
Holy-Bible---Ndebele---Ndebele-Bible	0			esihogweni								NULL
Holy-Bible---Ndendeule---Ndendeule-Bible	0											NULL
Holy-Bible---Ndengereko---Ndengereko-Bible	0											NULL
Holy-Bible---Ndonde-Hamba---Ndonde-Hamba-Bible	0											NULL
Holy-Bible---Ndwewe---Ndwewe-Bible	0											NULL
Holy-Bible---Nend---Mark	0											NULL
Holy-Bible---Nepali---Nepali-Bible	0			नरकको,नरकमा								NULL
Holy-Bible---Nepali---Nepali-Contemporary	0			नरकको,नरकमा								NULL
Holy-Bible---Ngoni---Ngoni-Bible	0											NULL
Holy-Bible---Nkangala---Nkangala-Bible	0											NULL
Holy-Bible---Norwegian---Living-Bible	0			helvete,helvedes,helvede								NULL
Holy-Bible---Norwegian---Norwegian-Bible	0			helvete,helvedes,helvede								NULL
Holy-Bible---Norwegian---Norwegian-Student-Bible	0			helvete,helvedes,helvede								NULL
Holy-Bible---Oriya---Oriya-Bible	0			ନର୍କରେ								NULL
Holy-Bible---Oromo---New-World	0			gahaannam,gahaannamtu,gahaannamis,gahaannamitti,gahaannamiitti,gahaannamiittiin								NULL
Holy-Bible---Oromo---West-Central-Oromo-Bible	0											NULL
Holy-Bible---Oyda---Oyda-Bible-Latin	0											NULL
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	0											NULL
Holy-Bible---Padoe---Padoe-Bible	0											NULL
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	0											NULL
Holy-Bible---Panjabi---Punjabi-Bible	0			ਨਰਕ								NULL
Holy-Bible---Pengo---Pengo-Bible	0											NULL
Holy-Bible---Persian---Old-Persion-Version-Bible	0											NULL
Holy-Bible---Persian---Open-Contemporary	0											NULL
Holy-Bible---Pogolo---Pogoro-Bible	0			Jehanamu								NULL
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-New-Alphabet	0			pweleko								NULL
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-Old-Alphabet	0			pweleko								NULL
Holy-Bible---Polci---Polci-Bible	0											NULL
Holy-Bible---Polish---Open-Access-Word-of-Life	0			piekło,piekła,piekielne,piekle								NULL
Holy-Bible---Polish---Polish-Gdansk	0			piekło,piekła,piekielne,piekle								NULL
Holy-Bible---Polish---Polish-Updated-Gdansk	0			piekło,piekła,piekielne,piekle								NULL
Holy-Bible---Portuguese---Almeida-Bible-1911	0	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Seol,sepultura	inferno	hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo	NULL
Holy-Bible---Portuguese---Almeida-NewOrthography	0	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade	eterno,eternos,eterna,eternas,eternamente,sempiterno,eternidade,perpétuo,sempre,séculos,século,tempos antigos,sua geração,antiguidade,desde o princípio,todas,verdadeira vida,mundo,mundos,era,tempo,universo	inferno	inferno	Seol,sepultura	inferno	hades	inferno	abismo,abismos	lago de fogo,lago ardente de fogo	NULL
